5725.0,-101.24999999999999
5725.018,-101.6
5725.036,-101.35
5725.054,-100.75
5725.072,-101.64999999999999
5725.09,-101.40000000000002
5725.108,-101.74999999999999
5725.126,-101.20000000000002
5725.144,-101.65
5725.162,-100.3
5725.18,-101.5
5725.198,-101.39999999999999
5725.216,-100.9
5725.234,-101.2
5725.252,-100.79999999999998
5725.27,-102.89999999999999
5725.288,-101.9
5725.306,-101.25
5725.324,-101.1
5725.342,-101.15
5725.36,-100.1
5725.378,-100.30000000000001
5725.396,-101.55
5725.414,-101.49999999999997
5725.432,-101.45
5725.45,-101.25
5725.468,-100.8
5725.486,-100.74999999999999
5725.505,-101.64999999999999
5725.523,-101.25
5725.541,-100.75000000000001
5725.559,-101.45
5725.577,-100.9
5725.595,-101.4
5725.613,-100.95
5725.631,-101.75000000000001
5725.649,-101.85000000000002
5725.667,-101.3
5725.685,-101.8
5725.703,-101.99999999999999
5725.721,-101.15
5725.739,-101.2
5725.757,-99.80000000000001
5725.775,-102.75
5725.793,-101.35000000000001
5725.811,-101.15
5725.829,-102.05000000000001
5725.847,-100.05
5725.865,-103.10000000000001
5725.883,-101.35000000000001
5725.901,-101.80000000000001
5725.919,-100.85
5725.937,-101.10000000000001
5725.955,-101.3
5725.973,-101.45
5725.991,-101.45
5726.009,-101.1
5726.027,-100.89999999999999
5726.045,-101.05000000000001
5726.063,-100.64999999999999
5726.081,-101.1
5726.099,-101.75
5726.117,-101.99999999999999
5726.135,-101.8
5726.153,-101.69999999999999
5726.171,-101.5
5726.189,-102.89999999999999
5726.207,-101.75
5726.225,-101.6
5726.243,-102.15
5726.261,-101.39999999999999
5726.279,-101.0
5726.297,-102.0
5726.315,-100.7
5726.333,-100.95
5726.351,-100.95
5726.369,-101.60000000000001
5726.387,-102.4
5726.405,-100.89999999999999
5726.423,-102.0
5726.441,-102.10000000000001
5726.459,-100.50000000000001
5726.477,-101.55
5726.495,-101.75
5726.514,-101.75
5726.532,-101.30000000000001
5726.55,-101.10000000000001
5726.568,-101.84999999999998
5726.586,-100.4
5726.604,-100.55000000000001
5726.622,-101.64999999999999
5726.64,-101.3
5726.658,-101.45
5726.676,-101.0
5726.694,-101.05000000000001
5726.712,-102.0
5726.73,-101.89999999999999
5726.748,-102.04999999999998
5726.766,-101.1
5726.784,-100.84999999999998
5726.802,-101.6
5726.82,-101.30000000000001
5726.838,-101.75
5726.856,-101.05000000000001
5726.874,-100.8
5726.892,-101.1
5726.91,-100.45
5726.928,-100.44999999999999
5726.946,-102.25
5726.964,-101.05
5726.982,-100.2
5727.0,-100.75000000000001
5727.018,-100.65
5727.036,-101.45
5727.054,-99.99999999999999
5727.072,-101.75
5727.09,-101.6
5727.108,-101.2
5727.126,-100.75
5727.144,-101.0
5727.162,-101.90000000000002
5727.18,-102.10000000000001
5727.198,-100.85
5727.216,-101.19999999999999
5727.234,-101.6
5727.252,-100.35000000000001
5727.27,-101.80000000000001
5727.288,-101.34999999999998
5727.306,-101.95
5727.324,-100.64999999999999
5727.342,-103.15
5727.36,-101.69999999999999
5727.378,-101.4
5727.396,-99.95000000000002
5727.414,-100.5
5727.432,-101.45
5727.45,-101.64999999999999
5727.468,-101.14999999999999
5727.486,-101.04999999999998
5727.505,-101.6
5727.523,-101.44999999999999
5727.541,-101.05000000000001
5727.559,-102.05
5727.577,-101.05
5727.595,-101.64999999999999
5727.613,-101.25
5727.631,-100.44999999999999
5727.649,-100.55000000000001
5727.667,-102.2
5727.685,-100.50000000000001
5727.703,-100.60000000000001
5727.721,-100.75
5727.739,-102.2
5727.757,-100.64999999999998
5727.775,-100.45
5727.793,-100.64999999999999
5727.811,-101.80000000000001
5727.829,-101.25
5727.847,-101.89999999999999
5727.865,-101.1
5727.883,-101.85
5727.901,-101.25
5727.919,-100.7
5727.937,-101.85
5727.955,-101.55000000000001
5727.973,-101.4
5727.991,-101.05000000000001
5728.009,-100.85
5728.027,-101.5
5728.045,-101.60000000000001
5728.063,-101.84999999999998
5728.081,-101.65
5728.099,-100.3
5728.117,-100.8
5728.135,-102.5
5728.153,-101.7
5728.171,-100.80000000000001
5728.189,-100.8
5728.207,-100.85
5728.225,-101.65
5728.243,-101.05
5728.261,-101.89999999999999
5728.279,-101.75
5728.297,-100.84999999999998
5728.315,-101.39999999999999
5728.333,-101.59999999999998
5728.351,-100.64999999999998
5728.369,-100.8
5728.387,-101.6
5728.405,-102.4
5728.423,-101.04999999999998
5728.441,-101.2
5728.459,-101.65
5728.477,-101.5
5728.495,-100.79999999999998
5728.514,-101.94999999999999
5728.532,-101.94999999999999
5728.55,-100.69999999999999
5728.568,-100.85000000000001
5728.586,-101.20000000000002
5728.604,-100.95
5728.622,-101.4
5728.64,-102.4
5728.658,-101.64999999999999
5728.676,-100.5
5728.694,-100.00000000000001
5728.712,-101.5
5728.73,-101.55
5728.748,-102.09999999999998
5728.766,-100.39999999999998
5728.784,-101.65
5728.802,-101.0
5728.82,-99.95
5728.838,-100.99999999999999
5728.856,-101.24999999999999
5728.874,-101.15
5728.892,-101.70000000000002
